search_word,title,price,url
Хлеб,"Вино игристое ""Mondoro"" Asti, белое сладкое, 7,5%, 0,75 л",1 999.90₽,https://dixy.ru/catalog/alkogolnye-napitki/shampanskoe/2000324042/
Хлеб,Хурма,119.90₽,https://dixy.ru/catalog/ovoshchi-frukty/frukty/2000015856/
Хлеб,Мандарины сладкие,159.90₽,https://dixy.ru/catalog/ovoshchi-frukty/frukty/DI00078763/
Хлеб,Огурцы среднеплодные гладкие,140.90₽,https://dixy.ru/catalog/ovoshchi-frukty/ovoshchi/2000271421/
Хлеб,"Сыр полутвердый ""Сыроварня Трубецких"" Тильзитер, 45%, 400 г",379.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000579911/
Хлеб,"Томаты черри в упаковке, 250 г",159.90₽,https://dixy.ru/catalog/ovoshchi-frukty/ovoshchi/2000003231/
Хлеб,Апельсины Новый урожай,169.90₽,https://dixy.ru/catalog/ovoshchi-frukty/frukty/2000312804/
Хлеб,"Напиток энергетический Lit Energy Granat 0,45л",99.99₽,https://dixy.ru/catalog/voda-soki-napitki/energetik/2000603931/
Хлеб,Виноград Тайфи,149.90₽,https://dixy.ru/catalog/ovoshchi-frukty/frukty/D000003637/
Хлеб,"Продукт творожный ""Даниссимо"" Малиновый пломбир, 5,6%, 130 г",60.99₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yogurty-i-tvorojki/2000596141/
Хлеб,Чипсы Lay's Яблоко в карамели 110г,159.90₽,https://dixy.ru/catalog/chipsy-orekhi-i-sneki/chipsy/2000603177/
Хлеб,"Сосиски ""Клинский МК"" Клинские, 460 г",269.90₽,https://dixy.ru/catalog/myasnaya-gastronomiya/sosiski-shpikachki/2000279644/
Хлеб,"Йогурт Epica Банан-злаки 4,9% 130г",52.99₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yogurty-i-tvorojki/2000600953/
Хлеб,"Пельмени ""Цезарь"" Гордость Сибири, 800 г",299.90₽,https://dixy.ru/catalog/zamorojennye-produkty/pelmeni-khinkali/2000318344/
Хлеб,"Масло ""Брест-Литовск"" сливочное 82,5%, 180 г",266.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/maslo-i-margarin/2000186964/
Хлеб,"Дамплинги ""Bibigo"" Королевские с креветками, 385 г",259.90₽,https://dixy.ru/catalog/zamorojennye-produkty/pelmeni-khinkali/2000560291/
Хлеб,Бананы спелые,164.90₽,https://dixy.ru/catalog/ovoshchi-frukty/frukty/10E0074360/
Хлеб,"Масло сливочное Молочные угодья 82,5% 180г",139.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/maslo-i-margarin/2000602271/
Хлеб,Яблоки Гала,139.90₽,https://dixy.ru/catalog/ovoshchi-frukty/frukty/%D0%A6%D0%A20038253/
Хлеб,"Сыр ""Supreme"" мягкий с белой плесенью 60%, 125 г",209.90₽,https://dixy.ru/catalog/syry/syry-s-plesenyu/2000331952/
Хлеб,Колбаса Мираторг Сервелат Мраморный варено-копченая 330г,229.90₽,https://dixy.ru/catalog/myasnaya-gastronomiya/kolbasa-vareno--kopchenaya/2000603351/
Хлеб,КОЛБАСА ЧЕСНОЧНАЯ ПАПА МОЖЕТ П/К В/У 350Г ОМПК,299.90₽,https://dixy.ru/catalog/myasnaya-gastronomiya/kolbasa-vareno--kopchenaya/2000422446/
Хлеб,СР-ВО ДЛЯ КУПАНИЯ BABY BOOM ДЕТ. С ЭКСТР.РОМ.750МЛ,199.90₽,https://dixy.ru/catalog/tovary-dlya-detey/gigiena-i-ukhod/2000605353/
Хлеб,МЫЛО BABY BOOM ДЕТ. ЖИДКОЕ С ЭКСТР. ЧЕР 0+ 500 МЛ,154.90₽,https://dixy.ru/catalog/tovary-dlya-detey/gigiena-i-ukhod/2000605355/
Хлеб,КРЕМ-МЫЛО BABY BOOM ДЕТ. С ЭКСТР. РОМАШКИ 500 МЛ,154.90₽,https://dixy.ru/catalog/tovary-dlya-detey/gigiena-i-ukhod/2000605356/
Хлеб,ШАМПУНЬ BABY BOOM ДЕТ. С ЭКСТР. РОМАШКИ 250 МЛ,89.99₽,https://dixy.ru/catalog/tovary-dlya-detey/gigiena-i-ukhod/2000605354/
Хлеб,"Масло сливочное Стародуб Традиционное 82,5% 180г",249.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/maslo-i-margarin/2000605413/
Хлеб,"Насадки для ролика ""Wellfort"", 50 листов, 2 шт",89.99₽,https://dixy.ru/catalog/bytovaya-khimiya/ukhod-za-obuvyu-i-odejdoy/2000552971/
Хлеб,Паста ореховая Nutella с добавлением какао 180г,349.90₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/shokolad-pasty/2000001794/
Хлеб,Колбаски Черкизово По-домашнему с чесноком 450г,199.90₽,https://dixy.ru/catalog/myaso-ptitsa/kotlety-kupaty-shashlyk/2000419133/
Хлеб,Печенье Фанни Ямми c яблочной начинкой 104г,69.99₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/pechene-pryaniki/2000604751/
Хлеб,Печенье Фанни Ямми c какао и ванильной начинкой 104г,69.99₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/pechene-pryaniki/2000604753/
Хлеб,МАСЛО ФИЛИПП БЕРИО ОЛИВКОВОЕ EV С/Б 250МЛ,449.90₽,https://dixy.ru/catalog/bakaleya/maslo/2000347675/
Хлеб,Колбаса ЕКГФ с трюфелем сыровяленая нарезка 70г,129.90₽,https://dixy.ru/catalog/myasnaya-gastronomiya/kolbasa-vyalennaya/2000603391/
Хлеб,ПЕТРУШКА УПАК 75Г,69.99₽,https://dixy.ru/catalog/ovoshchi-frukty/zelen-i-salaty/2000603795/
Хлеб,КИНЗА 1 УПАКОВКА 75Г,99.99₽,https://dixy.ru/catalog/ovoshchi-frukty/zelen-i-salaty/2000603793/
Хлеб,"Чай черный ""Greenfield"" Kenyan Sunrise, листовой, 200 г",429.90₽,https://dixy.ru/catalog/chay-kofe-kakao/chay-chernyy/2000361849/
Хлеб,Колбаса Клинский МК Миланская сырокопченая нарезка 210г,199.90₽,https://dixy.ru/catalog/myasnaya-gastronomiya/kolbasa-vyalennaya/2000603172/
Хлеб,"Антиперспирант-аэрозоль ""Rexona"" Свежесть душа, 150 мл",159.90₽,https://dixy.ru/catalog/gigiena-i-kosmetika/ukhod-za-litsom-i-telom/2000321591/
Хлеб,"Зубная щетка ""Oral-B"" 1-2-3 Medium средней жесткости",89.99₽,https://dixy.ru/catalog/gigiena-i-kosmetika/ukhod-za-polostyu-rta/2000088859/
Яйца,"Яйца куриные ""Роскар"" Экстра категория С0, 10 шт",138.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000326489/
Яйца,Яйцо куриное Деревенские напевы Халяль отборное С0 10шт,129.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000601652/
Яйца,"Яйцо ""Kinder"" Сюрприз молочный шоколад, 20 г",109.90₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/shokolad-pasty/2000253005/
Яйца,"Яйцо куриное ""Золото сеймы"" Деревенское, С1, 10 шт",119.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000238733/
Яйца,"Яйца куриные ""Ко-Коль-Чики"" Деревенские, С1, 10 шт",104.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000588991/
Яйца,"Яйцо куриное ""Волжанин"" С1, белое, 10 шт",128.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000596671/
Яйца,Яйцо деревенское Вараксино С1 15шт,174.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000601112/
Яйца,"Яйцо куриное ""Лето"" С0, 10 шт",128.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000284425/
Яйца,"Яйцо ""Kinder Joy"" с игрушкой для девочек, 20 г",129.90₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/shokolad-pasty/2000287495/
Яйца,"Яйцо ""Kinder"" Сюрприз молочный шоколад с игрушкой, 20 г",109.90₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/shokolad-pasty/2000001672/
Яйца,"Яйцо куриное ""Лето"" С1, 10 шт",120.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000139399/
Яйца,Яйца перепелиные Деревенские напевы 20шт,149.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000601592/
Яйца,"Яйцо ""Kinder Joy"" из молочного шоколада с игрушкой, 20 г",129.90₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/shokolad-pasty/2000210833/
Яйца,"Яйцо куриное ""Золото сеймы"" Деревенское, С0, 10 шт",129.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000212529/
Яйца,"Шоколадное яйцо ""Юнион"" с игрушкой, 20 г",99.99₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/shokolad-pasty/2000583491/
Яйца,"Яйцо Kinder Сюрприз шоколадное с игрушкой для девочек, 20г",109.90₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/shokolad-pasty/2000210834/
Яйца,"Яйцо ""Шоки-токи"" шоколадное, 20 г",79.99₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/shokolad-pasty/2000329268/
Яйца,"Яйцо куриное ""Деревенские напевы"" Отборное фасованное, 10 шт",119.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000269325/
Яйца,"Яйцо куриное ""Деревенские напевы"" 1 категории, 10 шт",109.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/2000269323/
Яйца,"Яйцо куриное столовое 1 категории, 10 шт",72.99₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yaytso/1041042135/
Яйца,"Продукт творожный ""Даниссимо"" Малиновый пломбир, 5,6%, 130 г",60.99₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yogurty-i-tvorojki/2000596141/
Яйца,"Йогурт Epica Банан-злаки 4,9% 130г",52.99₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yogurty-i-tvorojki/2000600953/
Яйца,"Масло ""Брест-Литовск"" сливочное 82,5%, 180 г",266.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/maslo-i-margarin/2000186964/
Яйца,"Масло сливочное Молочные угодья 82,5% 180г",139.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/maslo-i-margarin/2000602271/
Яйца,"Сливочное масло ""Экомилк"" ГОСТ 82,5% высший сорт, 180 г",259.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/maslo-i-margarin/10J0079578/
Яйца,"Масло сладко-сливочное Легенды Беларуси Традиционное 82,5% 160г",199.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/maslo-i-margarin/2000575412/
Яйца,"Йогурт ""Даниссимо"" Фантазия с ягодными шариками 6,9%, 105 г",64.99₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/yogurty-i-tvorojki/2000204654/
Яйца,"Молоко ультрапастеризованное 3,2% в ассортименете 925мл/1000мл",98.99₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/moloko/2000560951/
Яйца,"Молоко ""Экомилк"" отборное пастеризованное 3,4-4,5%, 900 мл",80.99₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/moloko/2000315332/
Яйца,"Молоко ""Село Зеленое"" ультрапастеризованное, 3,2%, 950 мл",114.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/moloko/2000238271/
Яйца,Колбаса Мираторг Сервелат Мраморный варено-копченая 330г,229.90₽,https://dixy.ru/catalog/myasnaya-gastronomiya/kolbasa-vareno--kopchenaya/2000603351/
Яйца,КОЛБАСА ЧЕСНОЧНАЯ ПАПА МОЖЕТ П/К В/У 350Г ОМПК,299.90₽,https://dixy.ru/catalog/myasnaya-gastronomiya/kolbasa-vareno--kopchenaya/2000422446/
Яйца,СР-ВО ДЛЯ КУПАНИЯ BABY BOOM ДЕТ. С ЭКСТР.РОМ.750МЛ,199.90₽,https://dixy.ru/catalog/tovary-dlya-detey/gigiena-i-ukhod/2000605353/
Яйца,МЫЛО BABY BOOM ДЕТ. ЖИДКОЕ С ЭКСТР. ЧЕР 0+ 500 МЛ,154.90₽,https://dixy.ru/catalog/tovary-dlya-detey/gigiena-i-ukhod/2000605355/
Яйца,КРЕМ-МЫЛО BABY BOOM ДЕТ. С ЭКСТР. РОМАШКИ 500 МЛ,154.90₽,https://dixy.ru/catalog/tovary-dlya-detey/gigiena-i-ukhod/2000605356/
Яйца,ШАМПУНЬ BABY BOOM ДЕТ. С ЭКСТР. РОМАШКИ 250 МЛ,89.99₽,https://dixy.ru/catalog/tovary-dlya-detey/gigiena-i-ukhod/2000605354/
Яйца,"Масло сливочное Стародуб Традиционное 82,5% 180г",249.90₽,https://dixy.ru/catalog/molochnye-produkty-yaytsa/maslo-i-margarin/2000605413/
Яйца,"Насадки для ролика ""Wellfort"", 50 листов, 2 шт",89.99₽,https://dixy.ru/catalog/bytovaya-khimiya/ukhod-za-obuvyu-i-odejdoy/2000552971/
Яйца,Паста ореховая Nutella с добавлением какао 180г,349.90₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/shokolad-pasty/2000001794/
Яйца,Колбаски Черкизово По-домашнему с чесноком 450г,199.90₽,https://dixy.ru/catalog/myaso-ptitsa/kotlety-kupaty-shashlyk/2000419133/
Яйца,Печенье Фанни Ямми c яблочной начинкой 104г,69.99₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/pechene-pryaniki/2000604751/
Яйца,Печенье Фанни Ямми c какао и ванильной начинкой 104г,69.99₽,https://dixy.ru/catalog/konditerskie-izdeliya-torty/pechene-pryaniki/2000604753/
Яйца,МАСЛО ФИЛИПП БЕРИО ОЛИВКОВОЕ EV С/Б 250МЛ,449.90₽,https://dixy.ru/catalog/bakaleya/maslo/2000347675/
Яйца,Колбаса ЕКГФ с трюфелем сыровяленая нарезка 70г,129.90₽,https://dixy.ru/catalog/myasnaya-gastronomiya/kolbasa-vyalennaya/2000603391/
Яйца,ПЕТРУШКА УПАК 75Г,69.99₽,https://dixy.ru/catalog/ovoshchi-frukty/zelen-i-salaty/2000603795/
Яйца,КИНЗА 1 УПАКОВКА 75Г,99.99₽,https://dixy.ru/catalog/ovoshchi-frukty/zelen-i-salaty/2000603793/
Яйца,"Чай черный ""Greenfield"" Kenyan Sunrise, листовой, 200 г",429.90₽,https://dixy.ru/catalog/chay-kofe-kakao/chay-chernyy/2000361849/
Яйца,Колбаса Клинский МК Миланская сырокопченая нарезка 210г,199.90₽,https://dixy.ru/catalog/myasnaya-gastronomiya/kolbasa-vyalennaya/2000603172/
Яйца,"Антиперспирант-аэрозоль ""Rexona"" Свежесть душа, 150 мл",159.90₽,https://dixy.ru/catalog/gigiena-i-kosmetika/ukhod-za-litsom-i-telom/2000321591/
Яйца,"Зубная щетка ""Oral-B"" 1-2-3 Medium средней жесткости",89.99₽,https://dixy.ru/catalog/gigiena-i-kosmetika/ukhod-za-polostyu-rta/2000088859/
Сыр,"Сыр полутвердый ""Сыроварня Трубецких"" Тильзитер, 45%, 400 г",379.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000579911/
Сыр,"Сыр ""Natura"" Сливочный 45%, 300 г",239.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000302672/
Сыр,"Сыр ""Белебеевский"" Российский 50%, 190 г",169.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000397412/
Сыр,"Сыр ""Ларец"" с грецкими орехами, 45%/50%, 245 г",269.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000281063/
Сыр,"Сыр твердый ""Emandhof"" Hard Extra, колотый, 40%, 150 г",249.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000557813/
Сыр,"Сыр полутвердый ""Hochland"" Grunlander 50%, 400 г",359.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000407435/
Сыр,Сыр Сыроварня Трубецких герцог с пажитником 45% 180г,149.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000578151/
Сыр,"Сыр полутвердый ""Стародубский"" Тильзитер, 45%, 400 г",289.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000541532/
Сыр,"Сыр ""Белебеевский"" 45%, 190 г",169.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000397447/
Сыр,"Сыр ""Milken Mite"" Tilsiter Люкс 45%, 200 г",143.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000420018/
Сыр,"Сыр ""Брест-Литовск"" Классический 45%, 200 г",179.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000184737/
Сыр,"Сыр ""Тендер"" Российский, 45%",589.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000209050/
Сыр,"Сыр полутвердый ""Сыроварня Трубецких"" Легкий, 35%, 180 г",159.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000578152/
Сыр,"Сыр ""Брест-Литовск"" Финский полутвердый 45%, 200 г",159.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000325240/
Сыр,"Сыр ""Landers"" Легкий, 30%, 200 г",149.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000588771/
Сыр,Сыр Laime Пармезан 40/45% 200г,299.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000597551/
Сыр,"Сыр полутвердый ""Варвара Краса"" Сметанковый, 50%, 160 г",139.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000566494/
Сыр,"Сыр Скит Скаморцца копченый 40%, 150 г БЗМЖ",144.90₽,https://dixy.ru/catalog/syry/myagkie-kopchenye-syry/2000277065/
Сыр,"Сыр ""Ламбер"" 50%, 230 г",279.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000176772/
Сыр,"Сыр Ларец Золотой со вкусом топленого молока, 45%/50%, 245г",269.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000300247/
Сыр,"Сыр ""Natura"" Сливочный, слайс нарезка 45%, 150 г",189.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000365650/
Сыр,"Сыр ""Радость вкуса"" Топленое молочко, 45%, 220 г",169.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000282400/
Сыр,"Сыр ""Ламбер"" Классический твердый, 1/2 шара",1 059.90₽,https://dixy.ru/catalog/syry/tverdye-syry/2000279127/
Сыр,Сыр плавленый Сыробогатов со вкусом топленого молока 45% 130г,74.99₽,https://dixy.ru/catalog/syry/plavlenyy-syr/2000541172/
Сыр,"Сыр ""Предгорье Кавказа"" Адыгейский 45%, 110 г",159.90₽,https://dixy.ru/catalog/syry/myagkie-kopchenye-syry/2000418432/
Сыр,"Сыр ""Supreme"" мягкий с белой плесенью 60%, 125 г",209.90₽,https://dixy.ru/catalog/syry/syry-s-plesenyu/2000331952/
Сыр,"Сыр ""Pretto"" Моцарелла Чильеджина, 45%, 100 г",109.90₽,https://dixy.ru/catalog/syry/myagkie-kopchenye-syry/2000365606/
